,author,title,sent_complexity,avg_sent_complex,stdev_sent_complex
71, Ree Drummond,Charlie and the New Baby,"[5, 6, 8, 8, 7, 4, 4, 4, 4, 4, 7, 9, 5, 4, 4, 7, 12, 5, 10, 6, 7, 8, 8, 8, 6, 5, 4, 4, 8, 4, 4, 5, 11, 9, 7, 7, 7, 6, 7, 6, 8, 8, 6, 4, 4, 4, 7, 4, 4, 7, 7, 4, 4, 9, 9, 4, 4, 4, 4, 6, 6, 8, 4, 4, 4, 5, 16, 8, 7, 5, 6, 5, 5, 4, 5, 6, 8, 9, 5, 7, 4, 8, 6, 9, 8, 5, 5, 5, 10, 5, 8, 5, 10, 6, 10, 11, 7, 7, 4, 4, 5, 4, 4, 5, 4, 4, 5, 5, 8, 6, 10, 11, 5]",6.238938053097345,2.2391304265180807
72, Karma Wilson,Bear Wants More,"[7, 6, 8, 9, 6, 8, 7, 7, 9, 7, 6, 9, 5, 7, 6, 4, 8, 11, 9, 6, 8, 8, 8, 6, 4, 4, 6, 5, 4, 4, 10, 6, 6, 8, 7, 6, 4, 4, 6, 8, 7, 6, 7, 9, 6, 4, 4, 9, 8, 7, 4, 4, 5, 6, 8, 9, 8, 4, 4, 10, 8, 6, 7, 8, 8, 6, 4, 4, 6, 4, 4, 6]",6.486111111111111,1.8256890294074632
73, Norman Bridwell,Clifford at the Circus,"[9, 14, 9, 9, 9, 10, 14, 11, 13, 10, 6, 8, 6, 7, 9, 7, 7, 10, 7, 11, 8, 6, 7, 6, 9, 6, 14, 7, 6, 6, 7, 8, 6, 9, 6, 10, 8, 6, 7, 9, 8, 6, 6, 11, 6, 7, 5, 10, 8, 5, 8, 10, 7, 6, 7, 6, 6, 6, 7, 5, 8, 8, 7, 5, 12, 7]",7.9393939393939394,2.221648227062906
74, Dr. Seuss,The Cat in The Hat,"[6, 9, 7, 7, 7, 12, 10, 7, 6, 12, 5, 5, 5, 7, 5, 9, 7, 5, 9, 5, 6, 6, 12, 10, 11, 14, 10, 6, 8, 10, 10, 9, 6, 4, 9, 9, 7, 7, 10, 5, 5, 6, 6, 6, 11, 14, 8, 6, 8, 7, 6, 11, 7, 6, 7, 12, 8, 7, 11, 5, 4, 4, 7, 8, 6, 7, 7, 7, 5, 7, 5, 8, 6, 5, 6, 4, 4, 7, 7, 7, 11, 9, 7, 7, 8, 5, 7, 11, 6, 5, 6, 4, 4, 4, 8, 4, 4, 7, 7, 6, 6, 7, 8, 5, 5, 12, 8, 10, 7, 7, 7, 7, 11, 7, 9, 7, 7, 9, 8, 9, 7, 9, 8, 4, 4, 10, 6, 7, 4, 8, 7, 7, 9, 9, 10, 12, 7, 7, 4, 8, 7, 9, 8, 7, 8, 12, 10, 11, 6, 6, 4, 8, 8, 9, 6, 7, 7, 7, 7, 6, 6, 5, 9, 10, 12, 14, 5, 6, 7, 8, 5, 6, 6, 7, 5, 8, 9, 5, 5, 5, 5, 8, 6, 6, 6, 9, 10, 9, 12, 11, 9, 6, 6, 7, 7, 5, 8, 6, 11, 6, 4, 6, 5, 6, 5, 6, 8, 14, 7, 11, 11, 6, 7, 6, 6, 8, 10, 9, 6, 6, 7, 4, 4, 5, 6, 6, 5, 7, 9, 10, 7, 4, 6, 7, 8, 8, 5, 8, 5, 7, 7, 4, 4, 10, 12, 13, 6, 11, 10, 13, 6, 7, 10, 11, 7, 6, 4, 4, 4, 10]",7.338461538461538,2.3023527971114386
75, Mo Willems,The Duckling gets a cookie!?,"[4, 5, 7, 4, 4, 4, 7, 4, 7, 4, 7, 7, 7, 4, 4, 4, 5, 7, 4, 9, 5, 7, 9, 7, 7, 5, 15, 4, 4, 4, 10, 9, 7, 4, 4, 4, 5, 4, 4, 6, 7, 11, 13, 9, 11, 10, 4, 6, 6, 6, 7, 7, 8, 6, 8, 6, 6, 4, 4, 5, 6, 7, 5, 4, 4, 4, 5, 6, 5, 5, 5, 7, 6]",6.095890410958904,2.2765293433215263
76, Eric Carle,The Grouchy Ladybug,"[10, 8, 7, 11, 7, 8, 6, 7, 6, 7, 10, 5, 7, 12, 8, 7, 6, 7, 14, 9, 6, 6, 9, 7, 6, 6, 7, 8, 10, 6, 6, 7, 8, 10, 7, 6, 7, 9, 10, 7, 6, 7, 8, 10, 6, 6, 7, 8, 10, 7, 6, 7, 11, 10, 6, 6, 7, 10, 10, 7, 6, 7, 9, 10, 6, 6, 7, 8, 10, 7, 6, 7, 8, 10, 6, 6, 7, 9, 10, 6, 6, 7, 7, 10, 16, 6, 6, 14, 6, 6, 14, 10, 4, 4, 10, 10, 10, 7, 7, 8, 10, 9, 9, 11]",7.913461538461538,2.153309514190964
77, Jon Scieszka ,The True Story of the 3 little pigs!,"[8, 8, 11, 12, 6, 4, 8, 15, 7, 7, 9, 10, 8, 10, 13, 6, 7, 13, 6, 7, 8, 6, 12, 9, 13, 9, 5, 16, 10, 8, 5, 5, 6, 6, 6, 11, 7, 12, 6, 9, 8, 11, 7, 10, 8, 9, 7, 5, 6, 5, 7, 8, 9, 9, 12, 5, 5, 10, 13, 9, 6, 14, 12, 6, 7, 7, 8, 14, 7, 6, 10, 9, 7, 5, 6, 5, 7, 9, 8, 8, 6, 8, 12, 6, 16, 5, 5, 6, 8, 7, 9, 10, 8, 8, 8, 14, 10, 7, 6, 4, 6, 10]",8.303921568627452,2.7360670775169327
78, Andrea Zimmerman and David Clemesha,Trashy Town,"[6, 7, 7, 6, 7, 8, 5, 8, 7, 8, 5, 4, 6, 5, 8, 7, 8, 5, 4, 6, 5, 8, 7, 8, 5, 4, 6, 5, 10, 7, 8, 5, 4, 6, 5, 8, 7, 8, 5, 4, 8, 7, 8, 5, 5, 7, 7, 5, 6, 6, 6, 9, 6, 6, 6, 9, 4, 4, 6]",6.305084745762712,1.475842043912853
79, Drew Daywalt,The Day the Crayons Quit,"[11, 7, 8, 12, 12, 7, 11, 6, 5, 6, 14, 7, 4, 4, 18, 7, 12, 30, 6, 6, 10, 4, 4, 14, 10, 4, 4, 14, 5, 4, 4, 7, 7, 4, 10, 8, 13, 12, 7, 15, 7, 4, 4, 4, 4, 4, 5, 8, 15, 4, 4, 4, 4, 4, 15, 19, 7, 7, 8, 14, 13, 13, 12, 14, 6, 14, 8, 11, 10, 8, 9, 11, 11, 12, 7, 17, 6, 5, 11, 5, 8, 10, 6, 5, 7, 10, 13, 14, 14, 7, 11, 12, 7, 7, 9, 7, 11, 6, 5, 7, 4, 4, 9, 6, 8, 4, 4, 7]",8.546296296296296,4.286897045950471
80, Marc Brown,Arthur Writes a Story,"[10, 8, 5, 5, 13, 9, 12, 8, 13, 9, 9, 13, 7, 11, 13, 8, 9, 8, 9, 10, 7, 7, 5, 9, 9, 8, 7, 11, 6, 9, 13, 8, 6, 6, 9, 8, 6, 6, 5, 6, 9, 7, 7, 5, 6, 6, 6, 6, 8, 15, 7, 13, 6, 7, 11, 6, 6, 6, 10, 10, 11, 7, 4, 4, 4, 8, 12, 4, 4, 4, 6, 7, 5, 7, 7, 15, 6, 9, 6, 10, 12, 6, 8, 7, 13, 16, 13, 15, 16, 11, 10, 5, 6, 14, 6, 7, 10, 6, 8, 6]",8.32,2.9895819105687673
81, Rosemary Wells,Bunny Party,"[10, 8, 6, 7, 7, 7, 8, 6, 6, 6, 7, 8, 7, 9, 11, 6, 7, 11, 10, 7, 8, 9, 8, 11, 7, 7, 8, 7, 9, 9, 6, 7, 11, 11, 7, 11, 8, 7, 7, 7, 5, 6, 7, 6, 12, 10, 8, 6, 7, 7, 6, 7, 9, 7, 8, 6, 6, 6, 12]",7.796610169491525,1.7542168180251676
82, Laura Joffe Numeroff,If You Give a Moose a Muffin,"[13, 10, 13, 5, 5, 12, 13, 13, 12, 10, 10, 7, 14, 10, 8, 13, 10, 13, 10, 7, 12, 11, 17, 10, 11, 12, 14, 14, 13, 12, 8, 8, 5, 4, 4, 13]",10.444444444444445,3.1661792997277796
83, Mo Willems,That Is Not a Good Idea!,"[6, 6, 6, 10, 5, 4, 4, 5, 7, 11, 5, 6, 11, 9, 7, 13, 6, 7, 10, 7, 7, 7, 4, 9, 5]",7.08,2.381931988953505
84, Stan & Jan Berenstain,The Berenstain Bears and the Green-Eyed Monster,"[11, 11, 9, 8, 6, 11, 6, 5, 10, 9, 8, 6, 10, 13, 18, 6, 6, 7, 5, 7, 8, 10, 9, 13, 14, 12, 9, 10, 7, 8, 9, 5, 5, 4, 11, 15, 8, 10, 6, 14, 5, 6, 9, 6, 13, 12, 15, 6, 6, 8, 10, 6, 6, 11, 9, 11, 11, 11, 7, 6, 10, 5, 6, 10, 6, 8, 7, 12, 8, 10, 7, 6, 12, 12, 5, 6, 9, 10, 13, 12, 8, 6, 12, 12, 6, 9, 9, 8, 6, 6, 15, 12, 7, 6, 9, 7, 7, 6, 7, 6, 11, 8, 5, 8, 11, 5, 6, 11, 5, 10, 10, 7, 9, 8, 10, 12, 5, 10, 9, 13, 8, 7, 11, 11, 7, 7, 8, 5, 6, 16, 6, 18, 9, 9, 11]",8.762962962962963,2.8962489339690993
85, Robert N. Munsch,The Paper Bag Princess,"[6, 8, 12, 8, 10, 14, 8, 15, 13, 9, 9, 10, 7, 6, 12, 8, 8, 10, 7, 6, 6, 13, 6, 11, 8, 11, 13, 11, 11, 9, 10, 9, 6, 7, 11, 10, 8, 6, 9, 8, 11, 8, 9, 10]",9.25,2.3269664216040438
86, Laura Ingalls Wilder,Winter Days in the Big Woods,"[13, 9, 8, 9, 11, 10, 8, 12, 11, 7, 11, 13, 21, 9, 11, 6, 15, 8, 11, 10, 11, 10, 12, 10, 9, 15, 9, 8, 8, 14, 7, 11, 6, 7, 9]",10.257142857142858,2.9407759631270998
87, Katharine Holabird,Angelina Ice Skates,"[11, 9, 10, 14, 21, 7, 17, 7, 9, 6, 12, 12, 10, 6, 11, 10, 12, 9, 11, 8, 5, 10, 8, 9, 9, 5, 5, 9, 11, 13, 8, 8, 6, 11, 12, 13, 16, 6, 7, 10, 13, 7, 6, 12, 8, 6, 6, 11, 11, 8, 9, 6, 4, 9, 15, 9, 24, 12]",9.810344827586206,3.7299204787294946
88, Dr. Seuss,Horton Hears a Who!,"[8, 4, 4, 7, 4, 4, 7, 7, 7, 10, 7, 6, 8, 12, 6, 5, 6, 8, 7, 6, 18, 8, 4, 4, 4, 16, 16, 4, 4, 12, 9, 9, 11, 11, 6, 6, 6, 8, 5, 10, 6, 7, 6, 7, 9, 9, 5, 5, 6, 4, 4, 7, 8, 12, 9, 10, 11, 10, 9, 6, 5, 11, 12, 8, 7, 9, 7, 9, 7, 9, 4, 5, 7, 8, 9, 6, 6, 6, 7, 7, 11, 9, 7, 7, 13, 9, 10, 4, 5, 10, 6, 6, 14, 14, 14, 10, 5, 10, 11, 7, 11, 9, 8, 11, 5, 9, 15, 9, 19, 9, 6, 6, 8, 17, 7, 9, 13, 7, 6, 8, 9, 9, 6, 10, 10, 12, 7, 7, 4, 4, 7, 6, 6, 6, 6, 5, 5, 5, 5, 7, 13, 6, 12, 7, 6, 8, 6, 12, 6, 6, 12, 6, 6, 14, 7, 11, 15, 7, 16, 11, 7, 4, 4, 4, 11, 6, 4, 5, 4, 10, 8, 9, 5, 4, 4, 5, 5, 15, 6, 10, 8, 8, 17, 8, 6, 8, 6, 6, 6, 10, 9, 11, 6, 6, 9, 7, 5, 5, 9, 12, 8, 8, 6, 6, 10, 10, 7, 9, 15, 9, 6, 9, 9, 6, 8, 9, 7, 7, 7, 7, 8, 10, 7, 8, 10, 6, 10, 5, 7, 6, 9, 10, 9, 9, 7, 14, 7, 7, 16, 13, 5, 4, 4, 7, 7, 7, 19, 5, 10, 6, 5, 8, 8, 7, 4, 4, 7, 5, 8, 7, 5, 11, 4, 4, 15, 10, 6, 6, 14, 4, 4, 13, 7, 8, 13, 7]",7.97463768115942,3.122395995510984
89, Russell Hoban,Bread and Jam for Frances,"[8, 7, 7, 9, 7, 6, 6, 15, 10, 12, 6, 7, 7, 7, 11, 7, 6, 11, 18, 14, 6, 11, 8, 9, 6, 10, 10, 9, 6, 10, 4, 15, 7, 8, 16, 9, 4, 4, 4, 4, 4, 5, 9, 5, 6, 13, 7, 6, 6, 6, 7, 12, 8, 6, 9, 10, 11, 14, 5, 5, 5, 6, 10, 13, 6, 19, 6, 11, 8, 10, 7, 5, 7, 8, 11, 6, 6, 6, 10, 7, 8, 12, 11, 14, 11, 7, 9, 9, 6, 6, 6, 10, 16, 11, 8, 9, 7, 6, 10, 10, 10, 7, 8, 10, 7, 6, 9, 9, 8, 12, 10, 10, 10, 6, 8, 11, 10, 10, 7, 7, 7, 7, 8, 9, 8, 8, 10, 10, 8, 9, 9, 9, 12, 7, 7, 7, 10, 8, 10, 7, 8, 10, 5, 4, 4, 5, 4, 4, 4, 4, 4, 5, 20, 8, 9, 10, 7, 19, 6, 16, 8, 10, 9, 13, 4, 4, 4, 4, 4, 5, 7, 17, 8, 9, 6, 7, 12, 9, 8, 6, 6, 8, 6, 6, 8, 15, 9, 7, 11, 6, 20, 8, 7, 10, 16, 7, 10, 9, 11, 7, 11, 10, 15, 9, 13, 4]",8.504854368932039,3.279455870115393
90, Meghan McCarthy,Show Dog,"[6, 6, 7, 5, 17, 6, 7, 12, 6, 4, 4, 8, 8, 9, 5, 4, 4, 13, 6, 5, 7, 6, 7, 5, 10, 10, 6, 4, 4, 4, 11, 9, 9, 12, 17, 6, 6, 6, 6, 8, 6, 10, 6, 4, 4, 6, 10, 6, 7, 11, 4, 4, 4, 7, 4, 8, 5, 6, 9, 7, 5, 6, 6, 7, 4, 4, 5, 6, 6, 6, 6, 9, 7, 10, 6, 6, 10]",6.909090909090909,2.7501207443708093
91, James Marshall,George and Martha,"[13, 7, 6, 12, 9, 10, 13, 5, 9, 13, 8, 13, 6, 6, 9, 10, 13, 7, 7, 11, 9, 14, 6, 5, 9, 6, 11, 8, 18, 6, 11, 6, 11, 10, 15, 10, 9, 8, 6, 6, 7, 6, 10, 12, 11, 7, 6, 10, 10, 16, 8, 10, 7, 5, 14, 12, 7, 6, 5, 9, 16, 12, 6, 14, 6, 5, 9, 6, 5, 8, 6, 7, 11, 11, 6, 5, 8, 6, 14, 12, 10]",9.037037037037036,3.12079621228754
92, Barbara Cooney,Miss Rumphius,"[9, 8, 6, 7, 5, 7, 13, 10, 8, 15, 10, 8, 10, 10, 9, 15, 6, 6, 15, 6, 10, 8, 8, 7, 21, 13, 13, 7, 6, 9, 10, 9, 7, 12, 8, 8, 8, 7, 10, 14, 18, 10, 9, 8, 7, 10, 10, 9, 7, 14, 6, 12, 12, 6, 16, 14, 5, 14, 6, 12, 11, 9, 8, 8, 15, 7, 6, 7, 7, 15, 10, 10, 10, 14, 11, 9, 11, 9, 8, 9, 9, 8, 6, 7, 6, 9, 8, 9, 8, 10, 7, 6, 7, 7, 16, 8, 11, 8, 12, 15, 6, 5, 12, 8, 10]",9.476190476190476,3.1109491373449667
93, Sarah Stewart,The Gardener,"[16, 13, 6, 16, 6, 12, 13, 9, 19, 10, 5, 13, 5, 11, 10, 11, 15, 9, 9, 7, 11, 9, 6, 14, 13, 7, 5, 13, 7, 9, 7, 10, 8, 10, 7, 10, 25, 9, 17, 7, 10, 11, 11, 8, 6, 7, 13, 16, 10, 12, 10, 11, 9, 7, 9, 14, 7, 7, 9, 5, 7, 6, 10, 9, 11, 12, 8, 7, 7, 11, 10, 8, 7, 8, 11, 17, 7, 10, 16, 11, 16, 11, 14, 8, 8, 10, 11, 6]",10.090909090909092,3.540789471663717
94, Jan Brett,The Hat,"[7, 8, 12, 7, 8, 7, 8, 9, 11, 9, 8, 9, 5, 9, 5, 5, 5, 7, 7, 5, 8, 7, 5, 11, 9, 15, 11, 6, 5, 9, 11, 10, 12, 8, 5, 5, 5, 7, 5, 8, 9, 5, 11, 7, 6, 8, 17, 5, 6, 6, 5, 9, 12, 15, 8, 5, 9, 8, 9, 14, 8, 11, 14, 10, 6, 13]",8.318181818181818,2.892828598495853
95, Lourie Keller,Arnie the Doughnut,"[21, 12, 13, 11, 12, 16, 6, 5, 6, 12, 17, 6, 4, 4, 4, 10, 5, 6, 10, 5, 4, 7, 6, 5, 10, 15, 7, 6, 8, 11, 5, 7, 8, 6, 6, 10, 16, 9, 4, 4, 4, 6, 4, 4, 4, 9, 8, 9, 9, 4, 4, 12, 11, 9, 7, 8, 4, 5, 4, 4, 12, 12, 5, 4, 5, 7, 7, 10, 5, 9, 6, 6, 11, 10, 5, 12, 7, 11, 6, 8, 6, 10, 5, 4, 4, 9, 12, 5, 9, 11, 11, 14, 5, 6, 15, 11, 8, 5, 7, 8, 8, 7, 8, 11, 7, 6, 10, 11, 9, 15, 7, 4, 6, 7, 7, 4, 4, 13, 6, 8, 8, 12, 5, 4, 4, 6, 12, 5, 5, 4, 4, 5, 4, 4, 6, 11, 17, 5, 4, 4, 10, 5, 6, 5, 14, 9, 7, 8, 9, 11, 18, 16, 6, 5, 4, 4, 4, 4, 4, 5, 16, 13, 6, 5, 4, 4, 4, 4, 4, 8, 8, 9, 6, 8, 6, 7, 6, 16, 4, 7, 10, 13, 15, 19, 9, 9, 4, 4, 8, 6, 5, 7, 9, 11, 17, 6, 6, 6, 6, 6, 9, 6, 5, 10, 5, 6, 7, 15, 11, 13, 8, 7, 12, 11, 6, 9, 16, 17, 17, 5, 5, 18, 12, 5, 4, 5, 12, 7, 11, 6, 4, 5, 14, 6, 8, 7, 8, 7, 5, 12, 9, 6, 4, 4, 6, 9, 10, 8, 7, 5, 9, 9, 10, 8, 6, 14, 8, 12, 13, 5, 5, 8, 12, 6, 11, 9, 7, 7, 5, 8, 6, 6, 7, 5, 7, 12, 7, 6, 6, 8, 17, 16, 11, 8, 12, 6, 14, 8, 11, 10, 21, 7, 10, 9, 10, 6, 8, 12, 8, 7, 14, 5, 9, 13, 6, 5, 7, 4, 4, 15, 5, 6, 7, 7, 9, 18, 5, 11, 9, 12, 6, 11, 6, 10, 12, 6, 12, 10, 8, 13, 7, 7, 12, 6, 6, 6, 5, 6, 14, 8, 7, 4, 5, 6, 6, 8, 6, 6, 6, 14, 7]",8.11111111111111,3.6133129382000284
96, Elise Broach,When Dinosaurs came with everything,"[6, 11, 7, 4, 4, 9, 8, 9, 7, 10, 10, 7, 5, 6, 5, 6, 6, 6, 7, 10, 5, 8, 6, 5, 4, 4, 14, 6, 12, 6, 6, 15, 11, 10, 7, 6, 5, 6, 5, 5, 8, 6, 5, 6, 9, 5, 9, 7, 6, 5, 8, 8, 6, 6, 6, 7, 7, 8, 15, 7, 9, 7, 7, 7, 5, 8, 9, 6, 8, 8, 6, 15, 6, 8, 7, 8, 9, 6, 5, 6, 9, 12, 10, 9, 5, 5, 8, 9, 8, 11, 9, 4, 8, 14, 10, 7, 6, 5, 13, 8, 13, 11, 12, 6, 5, 8, 6, 6, 8, 5, 6, 6, 10, 5, 4, 5, 10, 11, 8, 6, 6, 9, 6, 6, 11, 7, 6, 9, 10, 11, 16, 9, 11, 6, 7, 9, 7, 5, 6, 8, 8, 7, 7, 8, 9, 11, 12, 9, 11, 10, 9, 9, 7, 8, 13]",7.787096774193548,2.539969765566038
97, Elisha Cooper,Train,"[7, 14, 6, 6, 4, 5, 5, 5, 7, 6, 7, 4, 6, 8, 8, 10, 7, 6, 6, 6, 7, 7, 5, 9, 7, 6, 8, 5, 7, 10, 6, 6, 13, 7, 8, 10, 9, 9, 9, 5, 15, 6, 7, 9, 8, 7, 7, 6, 7, 9, 6, 11, 9, 9, 4, 8, 8, 6, 10, 6, 7, 7, 7, 16, 12, 5, 11, 5, 6, 7, 14, 6, 6, 11, 7, 7, 5, 8, 5, 4, 11, 5, 6, 7, 7, 7, 7, 7, 6, 10, 8, 6, 9, 8, 7, 5, 6, 7, 6, 9, 8, 11, 11, 10, 5, 6, 10]",7.5233644859813085,2.3614734604761383
